question_id,domain,n_reached,n_leaves,n_stopped,ll,ll_leaves,top1_id,top1_label,top1_is_leaf,top1_share,no_leaf,hit_real,hit_placebo
1619,Law,18,10,0,421.79032118,421.79032118,n00000234,Criminal Liability and Mens Rea Analysis,1,1.000000,0,,2
1620,Law,62,35,0,400.62025641,400.62025641,n00000235,Evidence Admissibility in Negligence Litigation,1,0.999984,0,,
1621,Law,92,50,0,411.70494505,411.70494505,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
1622,Law,49,27,0,407.91032847,407.91032847,n00000234,Criminal Liability and Mens Rea Analysis,1,1.000000,0,,2
1624,Law,20,11,0,392.72634054,392.72634054,n00000235,Evidence Admissibility in Negligence Litigation,1,1.000000,0,,
1625,Law,56,32,0,409.64473324,409.64473324,n00000235,Evidence Admissibility in Negligence Litigation,1,1.000000,0,,
1629,Law,30,16,0,386.01567134,386.01567134,n00000199,First Amendment Limits on State Regulation,1,0.902277,0,,
1632,Law,25,13,0,394.15025053,394.15025053,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.540147,0,,
1633,Law,125,70,0,397.43040252,397.43040252,n00000200,Contract Formation and Enforceability Disputes,1,0.994557,0,,1
1634,Law,30,16,0,406.11641864,406.11641864,n00000201,Real Property Title Disputes and Estates,1,0.999799,0,,
1635,Law,70,39,0,420.79511360,420.79511360,n00000200,Contract Formation and Enforceability Disputes,1,1.000000,0,,1
1642,Law,71,40,0,420.18567773,420.18567773,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
1648,Law,78,44,0,391.99600708,391.99600708,n00000235,Evidence Admissibility in Negligence Litigation,1,0.934204,0,,
1649,Law,77,43,0,418.54816189,418.54816189,n00000200,Contract Formation and Enforceability Disputes,1,1.000000,0,,1
1657,Law,12,6,0,405.87209525,405.87209525,n00000234,Criminal Liability and Mens Rea Analysis,1,0.980684,0,,2
1658,Law,38,22,0,409.72073163,409.72073163,n00000235,Evidence Admissibility in Negligence Litigation,1,0.986245,0,,
1659,Law,69,39,0,387.36122913,387.36122913,n00000143,Classical Philosophical and Legal Doctrines,1,0.998124,0,,
1661,Law,151,84,0,379.01652679,379.01652679,n00000199,First Amendment Limits on State Regulation,1,0.904922,0,,
1679,Law,43,24,0,394.62921305,394.62921305,n00000201,Real Property Title Disputes and Estates,1,0.857647,0,,
1684,Law,79,43,0,410.14535234,410.14535234,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
1694,Law,54,30,0,403.82047872,403.82047872,n00000235,Evidence Admissibility in Negligence Litigation,1,0.649005,0,,2
1699,Law,30,17,0,409.13043833,409.13043833,n00000235,Evidence Admissibility in Negligence Litigation,1,1.000000,0,,
1703,Law,106,59,0,397.11054896,397.11054896,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.999611,0,,
1708,Law,12,6,0,407.77160200,407.77160200,n00000235,Evidence Admissibility in Negligence Litigation,1,0.999676,0,,
1711,Law,62,35,0,398.82857695,398.82857695,n00000235,Evidence Admissibility in Negligence Litigation,1,0.999997,0,,
1717,Law,82,45,0,412.16182487,412.16182487,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
1725,Law,74,41,0,391.42165500,391.42165500,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.995321,0,,
1726,Law,28,15,0,400.96752173,400.96752173,n00000200,Contract Formation and Enforceability Disputes,1,0.983638,0,,1
1733,Law,25,13,0,398.02943605,398.02943605,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.459703,0,,
1736,Law,12,6,0,395.23509633,395.23509633,n00000201,Real Property Title Disputes and Estates,1,0.991855,0,,
1738,Law,11,5,0,405.72539001,405.72539001,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
1741,Law,60,33,0,399.96940830,399.96940830,n00000201,Real Property Title Disputes and Estates,1,0.996414,0,,
1742,Law,54,30,0,416.98785440,416.98785440,n00000234,Criminal Liability and Mens Rea Analysis,1,0.994980,0,,2
1747,Law,40,22,0,416.88211345,416.88211345,n00000200,Contract Formation and Enforceability Disputes,1,0.999999,0,,1
1748,Law,89,49,0,413.12575718,413.12575718,n00000200,Contract Formation and Enforceability Disputes,1,1.000000,0,,1
1750,Law,43,24,0,415.48210501,415.48210501,n00000234,Criminal Liability and Mens Rea Analysis,1,0.999875,0,,2
1752,Law,62,35,0,398.74148690,398.74148690,n00000234,Criminal Liability and Mens Rea Analysis,1,0.789993,0,,2
1765,Law,58,32,0,419.66920219,419.66920219,n00000200,Contract Formation and Enforceability Disputes,1,1.000000,0,,1
1772,Law,11,5,0,413.99823802,413.99823802,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
1782,Law,132,74,0,413.57238456,413.57238456,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
1788,Law,54,30,0,404.88226098,404.88226098,n00000234,Criminal Liability and Mens Rea Analysis,1,0.999910,0,,2
1793,Law,107,60,0,402.16064070,402.16064070,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.563133,0,,
1794,Law,41,23,0,411.77475359,411.77475359,n00000235,Evidence Admissibility in Negligence Litigation,1,0.999146,0,,
1795,Law,38,22,0,408.74201243,408.74201243,n00000235,Evidence Admissibility in Negligence Litigation,1,1.000000,0,,
1798,Law,62,35,0,411.18383522,411.18383522,n00000234,Criminal Liability and Mens Rea Analysis,1,0.999899,0,,2
1800,Law,58,32,0,417.41519555,417.41519555,n00000200,Contract Formation and Enforceability Disputes,1,0.999330,0,,1
1803,Law,17,9,0,410.31611464,410.31611464,n00000235,Evidence Admissibility in Negligence Litigation,1,0.992222,0,,
1817,Law,30,17,0,411.60655311,411.60655311,n00000235,Evidence Admissibility in Negligence Litigation,1,0.999998,0,,
1820,Law,28,15,0,409.32535531,409.32535531,n00000234,Criminal Liability and Mens Rea Analysis,1,1.000000,0,,2
1821,Law,73,41,0,398.86442598,398.86442598,n00000199,First Amendment Limits on State Regulation,1,0.983313,0,,
1825,Law,35,19,0,393.83335341,393.83335341,n00000235,Evidence Admissibility in Negligence Litigation,1,0.986757,0,,
1826,Law,12,6,0,408.54529236,408.54529236,n00000235,Evidence Admissibility in Negligence Litigation,1,0.954114,0,,
1838,Law,30,16,0,387.98561853,387.98561853,n00000199,First Amendment Limits on State Regulation,1,0.654598,0,,
1843,Law,17,9,0,409.83629768,409.83629768,n00000235,Evidence Admissibility in Negligence Litigation,1,1.000000,0,,
1844,Law,96,54,0,413.00503259,413.00503259,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
1845,Law,49,27,0,393.54630356,393.54630356,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.998757,0,,
1846,Law,12,6,0,414.11939457,414.11939457,n00000234,Criminal Liability and Mens Rea Analysis,1,1.000000,0,,2
1853,Law,42,23,0,403.90004517,403.90004517,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.803412,0,,
1854,Law,25,13,0,400.91457853,400.91457853,n00000234,Criminal Liability and Mens Rea Analysis,1,1.000000,0,,2
1857,Law,78,44,0,400.01024256,400.01024256,n00000235,Evidence Admissibility in Negligence Litigation,1,0.931109,0,,
1865,Law,31,18,0,413.15183699,413.15183699,n00000234,Criminal Liability and Mens Rea Analysis,1,0.993227,0,,2
1870,Law,30,17,0,410.48562679,410.48562679,n00000234,Criminal Liability and Mens Rea Analysis,1,0.999846,0,,2
1876,Law,12,6,0,410.92645564,410.92645564,n00000200,Contract Formation and Enforceability Disputes,1,0.999861,0,,1
1877,Law,67,38,0,397.48664950,397.48664950,n00000235,Evidence Admissibility in Negligence Litigation,1,0.967182,0,,
1878,Law,12,6,0,408.93477312,408.93477312,n00000234,Criminal Liability and Mens Rea Analysis,1,1.000000,0,,2
1879,Law,23,13,0,410.24924226,410.24924226,n00000235,Evidence Admissibility in Negligence Litigation,1,0.947581,0,,
1886,Law,95,54,0,393.63947466,393.63947466,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.720045,0,,
1887,Law,84,48,0,412.05239258,412.05239258,n00000234,Criminal Liability and Mens Rea Analysis,1,0.999999,0,,2
1890,Law,54,30,0,404.26581692,404.26581692,n00000235,Evidence Admissibility in Negligence Litigation,1,0.888771,0,,
1892,Law,30,17,0,412.89499624,412.89499624,n00000200,Contract Formation and Enforceability Disputes,1,0.644535,0,,1
1895,Law,12,6,0,411.21462140,411.21462140,n00000234,Criminal Liability and Mens Rea Analysis,1,1.000000,0,,2
1903,Law,97,54,0,408.50288840,408.50288840,n00000200,Contract Formation and Enforceability Disputes,1,0.999876,0,,1
1905,Law,73,41,0,394.30232919,394.30232919,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.999718,0,,
1908,Law,38,22,0,413.09182313,413.09182313,n00000235,Evidence Admissibility in Negligence Litigation,1,0.999998,0,,
1909,Law,12,6,0,413.98607006,413.98607006,n00000234,Criminal Liability and Mens Rea Analysis,1,1.000000,0,,2
1915,Law,28,15,0,417.13103792,417.13103792,n00000200,Contract Formation and Enforceability Disputes,1,1.000000,0,,1
1921,Law,70,39,0,391.76348823,391.76348823,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.979042,0,,
1925,Law,70,39,0,417.92404966,417.92404966,n00000200,Contract Formation and Enforceability Disputes,1,1.000000,0,,1
1927,Law,43,24,0,381.96627102,381.96627102,n00000199,First Amendment Limits on State Regulation,1,0.995978,0,,
1931,Law,109,61,0,386.97471187,386.97471187,n00000180,International Security and Legal Theory Frameworks,1,0.942399,0,,
1935,Law,78,44,0,414.88450710,414.88450710,n00000200,Contract Formation and Enforceability Disputes,1,1.000000,0,,1
1937,Law,43,24,0,389.45047731,389.45047731,n00000199,First Amendment Limits on State Regulation,1,0.995482,0,,
1939,Law,41,23,0,411.09650351,411.09650351,n00000235,Evidence Admissibility in Negligence Litigation,1,0.999996,0,,
1945,Law,36,20,0,416.08629364,416.08629364,n00000234,Criminal Liability and Mens Rea Analysis,1,1.000000,0,,2
1957,Law,82,44,0,414.83661940,414.83661940,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
1959,Law,27,14,0,422.06564548,422.06564548,n00000200,Contract Formation and Enforceability Disputes,1,1.000000,0,,1
1964,Law,91,50,0,393.68341970,393.68341970,n00000198,State Regulation and Dormant Commerce Clause Challenges,1,0.999158,0,,
1976,Law,77,44,0,405.15110120,405.15110120,n00000235,Evidence Admissibility in Negligence Litigation,1,0.999398,0,,
1980,Law,30,17,0,413.19442377,413.19442377,n00000234,Criminal Liability and Mens Rea Analysis,1,0.999990,0,,2
1981,Law,30,16,0,389.18043094,389.18043094,n00000199,First Amendment Limits on State Regulation,1,0.991482,0,,
1984,Law,30,17,0,408.51224947,408.51224947,n00000235,Evidence Admissibility in Negligence Litigation,1,0.999999,0,,
1985,Law,35,20,0,410.19747122,410.19747122,n00000201,Real Property Title Disputes and Estates,1,1.000000,0,,
-1008718,Math,120,66,0,393.47549061,393.47549061,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.904736,0,,1
-1008703,Math,120,66,0,406.60623291,406.60623291,n00000232,Applied Business Percentage Calculations,1,0.968186,0,,
-1008368,Math,125,70,0,410.75788406,410.75788406,n00000196,Evaluative Statement Veracity Assessment,1,0.992134,0,,
-1008305,Math,73,39,0,386.09294744,386.09294744,n00000155,Applied Algebraic and Analytic Computations,1,0.999850,0,,
-1008111,Math,86,46,0,384.58003878,384.58003878,n00000239,Advanced Integral Calculus and Applications,1,0.937645,0,,
-1008089,Math,83,45,0,392.89662728,392.89662728,n00000155,Applied Algebraic and Analytic Computations,1,0.988469,0,,
-1007895,Math,91,50,0,382.20077304,382.20077304,n00000304,Simple Harmonic and Rotational Dynamics Analysis,1,0.427151,0,,
-1007833,Math,133,74,0,422.04364112,422.04364112,n00000232,Applied Business Percentage Calculations,1,0.986340,0,,
-1007752,Math,133,74,0,422.04364112,422.04364112,n00000232,Applied Business Percentage Calculations,1,0.986340,0,,
-1007648,Math,114,64,0,412.11609052,412.11609052,n00000196,Evaluative Statement Veracity Assessment,1,0.990171,0,,
-1007613,Math,131,73,0,389.77474466,389.77474466,n00000245,Statistical Inference and Probability Theory,1,0.862815,0,1,
-1007545,Math,132,74,0,410.71561740,410.71561740,n00000196,Evaluative Statement Veracity Assessment,1,0.630640,0,,
7692,Math,116,64,0,395.96870837,395.96870837,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.991338,0,,
7695,Math,128,71,0,391.67676266,391.67676266,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.955110,0,,
7698,Math,144,80,0,382.23386431,382.23386431,n00000241,Numerical Ordering and Estimation Techniques,1,0.349133,0,1,
7699,Math,133,74,0,383.86010682,383.86010682,n00000040,Comparative Functional Organismal Biology,1,0.990601,0,,2
7710,Math,115,63,0,384.60691211,384.60691211,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.998472,0,,1
7711,Math,133,74,0,383.91813000,383.91813000,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.720499,0,,
7714,Math,139,77,0,383.43916611,383.43916611,n00000240,Applied Quantitative Partitioning Problems,1,0.473331,0,,1
7723,Math,83,45,0,380.37315784,380.37315784,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.840961,0,,1
7724,Math,99,54,0,419.08205225,419.08205225,n00000232,Applied Business Percentage Calculations,1,0.999981,0,,
7728,Math,151,84,0,388.44888606,388.44888606,n00000243,Projectile Motion and Kinematic Analysis,1,0.982075,0,,
7729,Math,125,69,0,393.64231133,393.64231133,n00000240,Applied Quantitative Partitioning Problems,1,0.981044,0,,
7735,Math,150,83,0,382.49797812,382.49797812,n00000240,Applied Quantitative Partitioning Problems,1,0.955438,0,,
7738,Math,97,52,0,380.36774740,380.36774740,n00000154,Finite Group and Ring Theory Properties,1,0.841162,0,,
7742,Math,128,71,0,377.73682638,377.73682638,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.769529,0,,
7743,Math,144,80,0,404.47884834,404.47884834,n00000240,Applied Quantitative Partitioning Problems,1,0.809260,0,,
7749,Math,139,77,1,377.13491205,375.68799630,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.585716,0,,
7756,Math,107,58,0,392.08655456,392.08655456,n00000238,Advanced Transform and Series Analysis,1,0.998396,0,,
7763,Math,73,39,0,387.57258272,387.57258272,n00000155,Applied Algebraic and Analytic Computations,1,0.997728,0,,
7765,Math,144,80,0,375.11516776,375.11516776,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.814972,0,,
7766,Math,73,39,0,381.51712933,381.51712933,n00000155,Applied Algebraic and Analytic Computations,1,0.472383,0,,
7770,Math,94,51,0,394.12988903,394.12988903,n00000157,Applied Differential Equations and Numerical Methods,1,0.999686,0,,
7773,Math,47,24,1,408.18142059,383.82861200,n00000015,Engineering,0,0.999886,1,,
7776,Math,86,47,1,403.56867239,392.83198833,n00000015,Engineering,0,0.999416,1,,
7779,Math,121,66,1,392.11044726,388.96427199,n00000015,Engineering,0,0.998461,1,,
7782,Math,144,80,0,382.06147342,382.06147342,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.405032,0,1,
7783,Math,136,75,0,390.10982783,390.10982783,n00000241,Numerical Ordering and Estimation Techniques,1,0.567203,0,,1
7784,Math,144,80,0,386.97503385,386.97503385,n00000241,Numerical Ordering and Estimation Techniques,1,0.509679,0,,
7786,Math,106,59,0,386.85637177,386.85637177,n00000154,Finite Group and Ring Theory Properties,1,0.980264,0,,
7787,Math,123,68,0,379.18195024,379.18195024,n00000154,Finite Group and Ring Theory Properties,1,0.995729,0,,
7791,Math,107,59,0,395.24906364,395.24906364,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.999853,0,,
7793,Math,123,68,0,390.96019414,390.96019414,n00000154,Finite Group and Ring Theory Properties,1,0.995152,0,,
7796,Math,144,80,0,393.27090799,393.27090799,n00000158,Discrete Probability and Combinatorial Counting,1,0.746017,0,,
7799,Math,139,77,1,387.40010436,387.40010436,n00000158,Discrete Probability and Combinatorial Counting,1,0.774754,0,,
7805,Math,140,77,1,394.41486803,392.27882984,n00000245,Statistical Inference and Probability Theory,1,0.728829,0,1,
7807,Math,144,80,0,385.71386547,385.71386547,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.948405,0,,1
7811,Math,144,80,0,382.06175895,382.06175895,n00000241,Numerical Ordering and Estimation Techniques,1,0.994638,0,,
7812,Math,104,57,0,379.97811839,379.97811839,n00000241,Numerical Ordering and Estimation Techniques,1,0.832681,0,,
7816,Math,122,68,0,390.71433842,390.71433842,n00000240,Applied Quantitative Partitioning Problems,1,0.998823,0,,
7818,Math,144,80,0,381.83439121,381.83439121,n00000241,Numerical Ordering and Estimation Techniques,1,0.982850,0,,
7823,Math,144,80,0,383.76691205,383.76691205,n00000240,Applied Quantitative Partitioning Problems,1,0.968403,0,,
7836,Math,133,74,0,391.14538670,391.14538670,n00000157,Applied Differential Equations and Numerical Methods,1,0.989758,0,,
7846,Math,73,39,0,375.47931150,375.47931150,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.631625,0,,
7850,Math,104,57,0,383.44264418,383.44264418,n00000241,Numerical Ordering and Estimation Techniques,1,0.877721,0,,
7852,Math,133,74,0,382.26816626,382.26816626,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.967115,0,,
7853,Math,91,50,0,389.22616502,389.22616502,n00000155,Applied Algebraic and Analytic Computations,1,0.996139,0,,
7857,Math,104,57,0,382.72379583,382.72379583,n00000155,Applied Algebraic and Analytic Computations,1,0.969588,0,,
7858,Math,83,45,0,396.68324204,396.68324204,n00000157,Applied Differential Equations and Numerical Methods,1,0.999980,0,,
7860,Math,127,71,0,385.59775225,385.59775225,n00000157,Applied Differential Equations and Numerical Methods,1,0.900459,0,,
7861,Math,114,64,0,388.93252969,388.93252969,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.997237,0,,
7862,Math,138,77,0,384.35442772,384.35442772,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.998720,0,,
7863,Math,73,39,0,397.15450175,397.15450175,n00000155,Applied Algebraic and Analytic Computations,1,0.998959,0,,
7869,Math,128,71,0,381.94804322,381.94804322,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.961975,0,,
7874,Math,91,50,0,381.51847868,381.51847868,n00000192,Transient Circuit Energy Dynamics,1,0.970884,0,,
7877,Math,83,45,0,393.91865957,393.91865957,n00000243,Projectile Motion and Kinematic Analysis,1,0.938505,0,,
7883,Math,91,48,1,403.22152432,394.00470854,n00000061,Applied Quantitative Reasoning and Distribution Analysis,0,0.950676,1,,
7884,Math,135,74,2,384.17583142,384.17583142,n00000246,Time Series Econometrics and Diagnostic Testing,1,0.995338,0,,
7885,Math,133,74,0,387.83173892,387.83173892,n00000158,Discrete Probability and Combinatorial Counting,1,0.998720,0,,
7890,Math,125,70,0,387.75922668,387.75922668,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.620587,0,,
7891,Math,127,71,0,395.89800416,395.89800416,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.991341,0,,
7895,Math,140,78,0,386.90873145,386.90873145,n00000154,Finite Group and Ring Theory Properties,1,0.868481,0,,
7897,Math,117,65,0,397.46524150,397.46524150,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.985484,0,,
7902,Math,147,81,1,394.72406474,392.90537343,n00000245,Statistical Inference and Probability Theory,1,0.954920,0,1,
7905,Math,128,71,0,382.81455218,382.81455218,n00000241,Numerical Ordering and Estimation Techniques,1,0.873868,0,,
7907,Math,144,80,0,401.48692698,401.48692698,n00000233,Quantitative Business Profit and Inventory Optimization,1,0.604989,0,,
7918,Math,73,39,0,385.83964810,385.83964810,n00000241,Numerical Ordering and Estimation Techniques,1,0.859104,0,,
7931,Math,125,69,0,391.21418672,391.21418672,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.985509,0,,1
7935,Math,109,60,0,396.17483444,396.17483444,n00000240,Applied Quantitative Partitioning Problems,1,0.999467,0,,
7939,Math,107,58,0,383.12499020,383.12499020,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.805675,0,,
7940,Math,125,70,0,393.24192207,393.24192207,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.951355,0,,
7945,Math,73,39,0,389.11080544,389.11080544,n00000155,Applied Algebraic and Analytic Computations,1,0.999890,0,,
7948,Math,73,39,0,378.66645305,378.66645305,n00000155,Applied Algebraic and Analytic Computations,1,0.998287,0,,
7951,Math,73,39,0,375.69127952,375.69127952,n00000155,Applied Algebraic and Analytic Computations,1,0.769063,0,,
7952,Math,96,52,0,386.49569268,386.49569268,n00000158,Discrete Probability and Combinatorial Counting,1,0.995360,0,,
7953,Math,73,39,0,385.76888386,385.76888386,n00000157,Applied Differential Equations and Numerical Methods,1,0.524841,0,,1
7955,Math,128,71,0,394.80090751,394.80090751,n00000158,Discrete Probability and Combinatorial Counting,1,0.999925,0,,
7959,Math,91,50,0,383.52043385,383.52043385,n00000304,Simple Harmonic and Rotational Dynamics Analysis,1,0.905759,0,,
7961,Math,107,58,0,381.77871279,381.77871279,n00000239,Advanced Integral Calculus and Applications,1,0.977360,0,,
7962,Math,140,77,1,383.44726938,383.44726938,n00000245,Statistical Inference and Probability Theory,1,0.966535,0,1,
7963,Math,144,80,0,383.84894726,383.84894726,n00000239,Advanced Integral Calculus and Applications,1,0.666536,0,,
7969,Math,120,66,0,384.68716885,384.68716885,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.998880,0,,
7976,Math,126,69,0,377.67870405,377.67870405,n00000155,Applied Algebraic and Analytic Computations,1,0.960189,0,,
7984,Math,73,39,0,392.26823867,392.26823867,n00000155,Applied Algebraic and Analytic Computations,1,0.975375,0,,
8001,Math,91,49,0,387.41200384,387.41200384,n00000154,Finite Group and Ring Theory Properties,1,0.999354,0,,
8003,Math,133,74,0,382.33970172,382.33970172,n00000154,Finite Group and Ring Theory Properties,1,0.999742,0,,
8007,Math,142,78,2,386.29013369,386.29013369,n00000245,Statistical Inference and Probability Theory,1,0.990800,0,1,
8013,Math,140,77,1,391.55583612,387.57759284,n00000061,Applied Quantitative Reasoning and Distribution Analysis,0,0.921993,1,,
8014,Math,144,80,0,386.98148767,386.98148767,n00000246,Time Series Econometrics and Diagnostic Testing,1,0.989384,0,,
8021,Math,144,80,0,386.50460943,386.50460943,n00000240,Applied Quantitative Partitioning Problems,1,0.849181,0,,
8022,Math,151,84,0,393.30204371,393.30204371,n00000232,Applied Business Percentage Calculations,1,0.768301,0,,
8025,Math,151,84,0,388.58912506,388.58912506,n00000240,Applied Quantitative Partitioning Problems,1,0.838885,0,,
8029,Math,134,74,1,402.58547180,402.58547180,n00000232,Applied Business Percentage Calculations,1,0.965037,0,,
8038,Math,144,80,0,392.23301929,392.23301929,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.794697,0,,
8042,Math,144,80,0,376.25695975,376.25695975,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.551664,0,,
8044,Math,114,63,0,378.22873582,378.22873582,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.926364,0,,
8047,Math,96,52,0,382.03578516,382.03578516,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.811441,0,,
8048,Math,133,74,0,382.86944672,382.86944672,n00000241,Numerical Ordering and Estimation Techniques,1,0.636939,0,,1
8049,Math,96,52,0,384.40873243,384.40873243,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.884416,0,,
8051,Math,139,77,0,382.61933088,382.61933088,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.998677,0,,
8052,Math,73,39,0,391.18322319,391.18322319,n00000155,Applied Algebraic and Analytic Computations,1,0.988740,0,,
8053,Math,92,50,0,369.21256579,369.21256579,n00000155,Applied Algebraic and Analytic Computations,1,0.754530,0,,
8057,Math,146,81,0,382.11844933,382.11844933,n00000130,Information Theory and Digital Encoding Fundamentals,1,0.789549,0,,
8058,Math,104,57,0,384.88887522,384.88887522,n00000155,Applied Algebraic and Analytic Computations,1,0.977964,0,,
8059,Math,73,39,0,390.08479685,390.08479685,n00000239,Advanced Integral Calculus and Applications,1,0.999848,0,,
8061,Math,122,68,0,384.03092660,384.03092660,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.995959,0,,
8063,Math,67,36,0,391.27545972,391.27545972,n00000238,Advanced Transform and Series Analysis,1,0.974753,0,,
8064,Math,94,51,0,376.29606870,376.29606870,n00000155,Applied Algebraic and Analytic Computations,1,0.957677,0,,
8065,Math,73,39,0,390.76115608,390.76115608,n00000239,Advanced Integral Calculus and Applications,1,0.999763,0,,
8066,Math,144,80,0,382.33760050,382.33760050,n00000245,Statistical Inference and Probability Theory,1,0.971924,0,1,
8079,Math,144,80,0,386.23280480,386.23280480,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.560195,0,,
8080,Math,111,62,0,388.21886671,388.21886671,n00000241,Numerical Ordering and Estimation Techniques,1,0.868031,0,,
8081,Math,139,77,1,379.87059333,379.87025155,n00000015,Engineering,0,0.448134,0,,
8083,Math,98,54,0,390.52764458,390.52764458,n00000159,Extremal and Enumerative Combinatorics in Graphs and Numbers,1,0.982748,0,,
8086,Math,54,29,0,397.14292971,397.14292971,n00000158,Discrete Probability and Combinatorial Counting,1,0.999159,0,,
8087,Math,102,57,0,382.38120114,382.38120114,n00000129,Foundational Programming and Computer Systems Principles,1,0.827037,0,,
8094,Math,73,39,0,426.96173380,426.96173380,n00000151,Consumer Loan Interest Calculation,1,0.999995,0,,
8096,Math,68,36,0,402.66544421,402.66544421,n00000243,Projectile Motion and Kinematic Analysis,1,0.990965,0,,
8097,Math,144,80,0,393.01474363,393.01474363,n00000157,Applied Differential Equations and Numerical Methods,1,0.917621,0,,
8102,Math,59,32,0,382.63624314,382.63624314,n00000154,Finite Group and Ring Theory Properties,1,0.995757,0,,
8105,Math,107,60,0,405.86656992,405.86656992,n00000196,Evaluative Statement Veracity Assessment,1,0.933435,0,,
8108,Math,144,80,0,392.76920399,392.76920399,n00000245,Statistical Inference and Probability Theory,1,0.432995,0,1,1
8109,Math,125,70,0,402.38497582,402.38497582,n00000196,Evaluative Statement Veracity Assessment,1,0.974977,0,,
8110,Math,139,76,1,395.97986598,393.80779474,n00000151,Consumer Loan Interest Calculation,1,0.776703,0,,
8117,Math,144,80,0,397.30760180,397.30760180,n00000232,Applied Business Percentage Calculations,1,0.894733,0,,
8126,Math,122,68,0,382.33057294,382.33057294,n00000241,Numerical Ordering and Estimation Techniques,1,0.986003,0,,
8129,Math,107,58,0,386.71769531,386.71769531,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.944358,0,,1
8134,Math,144,80,0,397.88706513,397.88706513,n00000240,Applied Quantitative Partitioning Problems,1,0.873043,0,,
8135,Math,103,57,0,389.59475221,389.59475221,n00000241,Numerical Ordering and Estimation Techniques,1,0.999699,0,,
8139,Math,125,69,0,387.60473246,387.60473246,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.975278,0,,1
8140,Math,133,74,0,388.67634014,388.67634014,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.852415,0,,1
8144,Math,128,71,0,391.53775232,391.53775232,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.957138,0,,1
8145,Math,151,84,0,382.30124419,382.30124419,n00000066,Geometric Optics of Thin and Thick Lenses,1,0.378725,0,,
8148,Math,139,77,0,379.41113169,379.41113169,n00000241,Numerical Ordering and Estimation Techniques,1,0.780441,0,,
8149,Math,144,80,0,387.28692645,387.28692645,n00000240,Applied Quantitative Partitioning Problems,1,0.498599,0,,
