iter,type,site_id,site_label,dJ,SE_dJ,z,dV,decision,reason,n_site
-1,GROW,n00000104,Emergent Concept #89,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=3,floor=30,k=2)",135
-1,GROW,n00000053,Emergent Concept #38,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=11,floor=30,k=2)",112
-1,GROW,n00000054,Emergent Concept #39,,,,,NO_PROPOSAL,"not_routing_sustainable(min_child=0,floor=30,k=2)",241
-1,GROW,n00000014,Philosophy,,,,,NO_PROPOSAL,"min_pair_sep_below_bar(sep=0.02077,bar=0.02500,k=2)",406
10,SHRINK,n00000011,Math,-0.000016874,0.000028374,-0.5947,-1,REJECTED,j_regression,0
10,SHRINK,n00000022,Emergent Concept #7,-0.002147595,0.000163874,-13.1051,-1,REJECTED,j_regression,0
10,SHRINK,n00000004,Psychology,-0.028331467,0.001923545,-14.7288,-1,REJECTED,j_regression,20
10,SHRINK,n00000045,Emergent Concept #30,-0.000045110,0.000053988,-0.8356,-1,REJECTED,j_regression,0
10,SHRINK,n00000001,MMLU_PRO,-0.002147595,0.000163874,-13.1051,-1,REJECTED,j_regression,0
-1,RUBRIC,n00000073,Microeconomic Production and Utility Optimization,,,,,RUBRIC_SPAN,"span=""the law of diminishing marginal"";tokens=5;correct=1;stem=2;distractor=0",60
-1,RUBRIC,n00000141,Statistical Inference and Hypothesis Testing,,,,,RUBRIC_SPAN,"span=""the power of the test"";tokens=5;correct=1;stem=1;distractor=7",69
